"Date","Country","State","Market Size","Product","City","Product Line","Product Type","Type","Budget COGS","Budget Margin","Budget Profit","Budget Sales","COGS","Inventory","Marketing","Sales","Total Expenses","Inv2"
"01/11/2018","United Kingdom","England","Small Market","Caffe Latte","Basingstoke","Beans","Espresso","Regular",44,77,11,121,68,-997,61,162,94,
"01/01/2019","United Kingdom","England","Small Market","Caffe Latte","Basingstoke","Beans","Espresso","Regular",66,99,11,165,83,575,75,222,113,
"01/02/2019","United Kingdom","England","Small Market","Colombian","Basingstoke","Beans","Coffee","Regular",44,77,66,121,42,850,11,110,25,
"01/02/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",55,99,77,154,52,850,15,136,27,
"01/03/2019","United Kingdom","England","Small Market","Lemon","Basingstoke","Leaves","Herbal Tea","Decaf",88,110,44,198,94,524,36,222,72,
"01/03/2019","United Kingdom","England","Small Market","Caffe Mocha","Basingstoke","Beans","Espresso","Regular",55,99,77,154,69,381,21,196,47,
"01/04/2019","United Kingdom","England","Small Market","Chamomile","Basingstoke","Leaves","Herbal Tea","Decaf",44,77,55,121,58,666,19,140,32,
"01/04/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",66,99,77,165,54,857,15,142,27,
"01/04/2019","United Kingdom","England","Small Market","Decaf Espresso","Basingstoke","Beans","Espresso","Decaf",33,66,44,99,51,427,16,134,41,
"01/07/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",77,121,99,198,65,957,18,158,28,
"01/08/2019","United Kingdom","England","Small Market","Chamomile","Basingstoke","Leaves","Herbal Tea","Decaf",77,110,77,187,85,640,28,192,39,
"01/08/2019","United Kingdom","England","Small Market","Colombian","Basingstoke","Beans","Coffee","Regular",66,88,66,154,53,923,15,129,25,
"01/08/2019","United Kingdom","England","Small Market","Decaf Espresso","Basingstoke","Beans","Espresso","Decaf",33,44,22,77,40,504,13,98,35,
"01/09/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",66,99,77,165,57,943,16,148,28,
"01/10/2019","United Kingdom","England","Small Market","Caffe Latte","Basingstoke","Beans","Espresso","Regular",33,66,11,99,66,-839,60,169,92,
"01/11/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",33,66,55,99,35,942,9,92,21,
"01/01/2018","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",55,77,22,132,64,372,25,143,62,
"01/01/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,88,55,143,66,370,21,154,52,
"01/01/2018","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,49,686,16,110,30,
"01/01/2018","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,99,66,154,93,717,30,231,64,
"01/01/2018","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",88,132,66,220,74,440,25,176,72,
"01/02/2018","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",55,77,22,132,65,365,25,146,61,
"01/02/2018","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",55,99,66,154,95,539,29,227,54,
"01/02/2018","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",88,121,55,209,72,432,24,171,72,
"01/03/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",66,99,66,165,54,387,17,134,42,
"01/03/2018","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,99,66,154,93,696,30,231,64,
"01/03/2018","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",66,99,33,165,58,464,52,138,84,
"01/03/2018","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",77,121,66,198,69,424,22,164,70,
"01/04/2018","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",165,176,110,341,179,1201,50,358,77,
"01/04/2018","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",66,88,33,154,54,439,18,131,69,
"01/04/2018","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,22,22,33,24,500,6,59,19,
"01/04/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",55,88,55,143,48,400,15,118,40,
"01/05/2018","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",66,110,44,176,59,504,53,141,85,
"01/05/2018","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,44,44,66,33,874,9,83,21,
"01/05/2018","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,22,22,33,22,511,6,54,19,
"01/05/2018","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",66,99,55,165,104,767,35,259,69,
"01/06/2018","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",44,77,33,121,57,436,21,127,59,
"01/06/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",44,77,44,121,55,437,18,130,49,
"01/06/2018","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,48,657,16,109,29,
"01/06/2018","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,11,11,22,20,526,6,49,19,
"01/06/2018","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",77,121,77,198,123,844,40,306,74,
"01/06/2018","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",77,132,88,209,130,700,40,311,65,
"01/07/2018","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,44,44,66,33,912,9,82,22,
"01/07/2018","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,46,652,15,104,29,
"01/07/2018","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",77,132,88,209,126,905,41,315,75,
"01/07/2018","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",99,143,99,242,156,762,48,370,73,
"01/07/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",44,66,44,110,38,476,11,94,37,
"01/07/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",44,66,33,110,52,462,17,121,48,
"01/08/2018","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,11,11,22,18,533,5,46,18,
"01/08/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",44,66,33,110,51,457,17,119,48,
"01/08/2018","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",143,154,99,297,160,1422,44,321,72,
"01/09/2018","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",44,55,11,99,50,450,19,113,57,
"01/10/2018","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",44,66,44,110,60,445,22,132,60,
"01/10/2018","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",154,165,121,319,178,1394,50,355,77,
"01/11/2018","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,33,22,55,28,906,8,70,21,
"01/11/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",55,88,55,143,51,467,16,126,40,
"01/11/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,88,55,143,65,453,21,152,51,
"01/11/2018","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",187,198,132,385,200,1412,55,400,82,
"01/12/2018","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",99,154,110,253,148,759,46,352,72,
"01/12/2018","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",55,88,22,143,52,574,47,124,80,
"01/12/2018","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",44,77,22,121,46,531,15,108,62,
"01/12/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",44,88,55,132,46,479,15,112,39,
"01/12/2018","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,77,44,132,60,467,19,140,50,
"01/01/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",33,44,44,77,40,855,11,112,25,
"01/01/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,49,686,16,124,31,
"01/01/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,99,66,154,93,717,30,259,68,
"01/01/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",77,121,44,198,70,479,63,185,99,
"01/01/2019","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",88,132,66,220,74,440,25,197,75,
"01/01/2019","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",55,77,22,132,64,372,25,160,65,
"01/01/2019","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,88,55,143,66,370,21,173,54,
"01/02/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,55,55,77,37,850,10,95,22,
"01/02/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,49,680,16,118,29,
"01/02/2019","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,22,22,33,25,498,7,66,19,
"01/02/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,88,55,143,88,704,29,235,64,
"01/02/2019","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",176,176,110,352,187,1181,52,399,79,
"01/02/2019","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",88,121,55,209,72,432,24,182,72,
"01/03/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",33,55,55,88,41,845,11,108,25,
"01/03/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,48,675,16,115,29,
"01/03/2019","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",55,77,22,132,64,358,25,151,62,
"01/03/2019","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,77,44,132,63,356,20,158,50,
"01/03/2019","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",165,176,110,341,179,1165,50,381,76,
"01/04/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,110,77,165,97,719,32,261,68,
"01/04/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",66,99,33,165,58,477,52,147,84,
"01/05/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,44,44,66,33,874,9,82,20,
"01/05/2019","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,22,22,33,22,511,6,54,18,
"01/05/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",66,99,55,165,104,767,35,257,64,
"01/06/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,48,657,16,108,27,
"01/06/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",77,121,77,198,123,844,40,304,69,
"01/06/2019","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",77,132,88,209,130,700,40,307,61,
"01/06/2019","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",154,154,99,308,164,1370,46,325,68,
"01/06/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",55,88,33,143,49,546,44,117,71,
"01/06/2019","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",55,99,44,154,52,502,17,123,63,
"01/06/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",44,77,44,121,42,456,14,102,37,
"01/07/2019","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",11,11,11,22,20,535,6,49,18,
"01/07/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,44,44,66,33,912,9,81,21,
"01/07/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",33,55,33,88,46,652,15,103,27,
"01/07/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",44,77,22,121,43,569,40,104,68,
"01/07/2019","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",44,66,33,110,52,462,17,120,44,
"01/07/2019","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",143,154,99,297,160,1435,44,317,66,
"01/08/2019","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",77,121,77,198,128,746,39,303,61,
"01/08/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",44,66,44,110,38,471,11,93,33,
"01/09/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",66,110,66,176,109,878,36,292,70,
"01/09/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,33,33,55,28,906,8,72,21,
"01/09/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",66,99,33,165,58,560,52,148,85,
"01/09/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",55,88,55,143,48,467,15,126,40,
"01/09/2019","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,77,44,132,59,451,19,147,49,
"01/10/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",33,66,55,99,91,867,30,240,65,
"01/10/2019","United Kingdom","England","Small Market","Decaf Espresso","Leeds","Beans","Espresso","Decaf",154,165,121,319,178,1394,50,378,77,
"01/10/2019","United Kingdom","England","Small Market","Amaretto","Leeds","Beans","Coffee","Regular",77,110,55,187,57,554,51,143,84,
"01/10/2019","United Kingdom","England","Small Market","Colombian","Leeds","Beans","Coffee","Regular",88,143,99,231,66,510,21,169,70,
"01/11/2019","United Kingdom","England","Small Market","Darjeeling","Leeds","Leaves","Tea","Regular",22,33,33,55,36,531,9,94,22,
"01/11/2019","United Kingdom","England","Small Market","Earl Grey","Leeds","Leaves","Tea","Regular",55,99,55,154,86,878,28,231,63,
"01/11/2019","United Kingdom","England","Small Market","Caffe Latte","Leeds","Beans","Espresso","Regular",55,77,33,132,61,451,22,146,59,
"01/11/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Leeds","Beans","Coffee","Decaf",55,88,55,143,51,467,16,134,40,
"01/12/2019","United Kingdom","England","Small Market","Green Tea","Leeds","Leaves","Tea","Regular",99,154,110,253,148,759,46,376,72,
"01/12/2019","United Kingdom","England","Small Market","Chamomile","Leeds","Leaves","Herbal Tea","Decaf",22,33,22,55,27,912,7,71,19,
"01/12/2019","United Kingdom","England","Small Market","Lemon","Leeds","Leaves","Herbal Tea","Decaf",77,110,77,187,90,607,29,217,42,
"01/12/2019","United Kingdom","England","Small Market","Caffe Mocha","Leeds","Beans","Espresso","Regular",55,77,44,132,60,467,19,149,50,
"01/01/2018","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,55,904,16,136,29,
"01/01/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",44,66,44,110,42,855,11,104,24,
"01/01/2018","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",55,77,44,132,61,344,20,143,50,
"01/01/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",121,198,143,319,137,1058,44,341,79,
"01/01/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,88,55,143,86,1062,27,187,50,
"01/02/2018","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,55,896,16,136,28,
"01/02/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,55,44,77,30,850,8,73,20,
"01/02/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",66,99,55,165,95,533,36,213,73,
"01/03/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",121,198,143,319,136,1026,44,340,80,
"01/04/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,33,66,28,853,8,69,21,
"01/04/2018","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",44,77,44,121,57,343,18,131,49,
"01/05/2018","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,33,66,26,866,7,63,19,
"01/05/2018","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",66,99,22,165,71,607,64,170,96,
"01/05/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,66,44,121,75,1098,24,163,47,
"01/06/2018","United Kingdom","Scotland","Small Market","Decaf Espresso","Aberdeen","Beans","Espresso","Decaf",44,66,33,110,51,404,17,119,48,
"01/06/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",88,154,110,242,102,1213,33,256,68,
"01/06/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,77,55,121,72,1147,22,157,46,
"01/08/2018","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",88,143,99,231,99,1253,32,248,66,
"01/09/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,66,44,110,69,1165,21,150,46,
"01/11/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,55,33,110,76,1166,24,165,48,
"01/12/2018","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",55,66,22,121,75,681,28,169,64,
"01/12/2018","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",44,66,44,110,70,1183,21,153,44,
"01/12/2018","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",55,77,11,132,61,690,54,145,86,
"01/01/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",44,66,44,110,42,855,11,116,25,
"01/02/2019","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",66,99,55,165,95,533,36,227,73,
"01/02/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",55,88,66,143,55,896,16,145,28,
"01/03/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,77,55,132,82,1044,25,192,48,
"01/03/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,44,33,66,28,846,8,73,21,
"01/04/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",55,88,66,143,84,1062,26,196,50,
"01/05/2019","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",55,88,44,143,85,582,32,189,65,
"01/05/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",44,77,55,121,49,929,14,119,24,
"01/05/2019","United Kingdom","Scotland","Small Market","Colombian","Aberdeen","Beans","Coffee","Regular",110,176,121,286,121,1122,40,301,69,
"01/06/2019","United Kingdom","Scotland","Small Market","Green Tea","Aberdeen","Leaves","Tea","Regular",22,33,22,55,22,885,6,57,17,
"01/07/2019","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",44,77,22,121,52,685,47,124,73,
"01/08/2019","United Kingdom","Scotland","Small Market","Mint","Aberdeen","Leaves","Herbal Tea","Decaf",33,55,33,88,55,1171,17,120,37,
"01/08/2019","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",44,66,11,110,49,679,43,115,71,
"01/10/2019","United Kingdom","Scotland","Small Market","Darjeeling","Aberdeen","Leaves","Tea","Regular",44,66,55,110,44,970,13,117,26,
"01/11/2019","United Kingdom","Scotland","Small Market","Lemon","Aberdeen","Leaves","Herbal Tea","Decaf",66,77,33,143,91,662,35,216,71,
"01/11/2019","United Kingdom","Scotland","Small Market","Caffe Mocha","Aberdeen","Beans","Espresso","Regular",66,88,11,154,68,675,61,173,93,
"01/06/2018","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",88,121,99,209,104,619,29,253,41,
"01/12/2018","United Kingdom","England","Major Market","Chamomile","Bristol","Leaves","Herbal Tea","Decaf",55,66,33,121,60,467,19,140,50,
"01/06/2019","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",330,396,297,726,269,1335,83,580,98,
"01/08/2019","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",66,99,77,165,58,610,19,131,30,
"01/08/2019","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",88,143,121,231,110,658,31,268,41,
"01/09/2019","United Kingdom","England","Major Market","Lemon","Bristol","Leaves","Herbal Tea","Decaf",44,66,33,110,48,467,15,126,40,
"01/05/2018","United Kingdom","Wales","Major Market","Decaf Irish Cream","Rhondda","Beans","Coffee","Decaf",55,88,22,143,59,504,53,141,85,
"01/09/2018","United Kingdom","Wales","Major Market","Darjeeling","Rhondda","Leaves","Tea","Regular",88,143,77,231,109,878,36,274,70,
"01/10/2018","United Kingdom","Wales","Major Market","Amaretto","Rhondda","Beans","Coffee","Regular",44,77,66,121,58,446,19,136,50,
"01/11/2018","United Kingdom","Wales","Major Market","Caffe Mocha","Rhondda","Beans","Espresso","Regular",253,253,187,506,200,1412,55,400,83,
"01/03/2019","United Kingdom","Wales","Major Market","Decaf Irish Cream","Rhondda","Beans","Coffee","Decaf",55,88,22,143,58,464,52,147,85,
"01/05/2019","United Kingdom","Wales","Major Market","Lemon","Rhondda","Leaves","Herbal Tea","Decaf",22,44,44,66,32,919,9,77,20,
"01/06/2019","United Kingdom","Wales","Major Market","Caffe Mocha","Rhondda","Beans","Espresso","Regular",187,198,132,385,164,1370,46,325,68,
"01/09/2019","United Kingdom","Wales","Major Market","Caffe Mocha","Rhondda","Beans","Espresso","Regular",187,209,143,396,171,1408,48,363,75,
"01/11/2019","United Kingdom","Wales","Major Market","Chamomile","Rhondda","Leaves","Herbal Tea","Decaf",33,44,33,77,36,531,9,94,21,
"01/12/2019","United Kingdom","Wales","Major Market","Lemon","Rhondda","Leaves","Herbal Tea","Decaf",33,44,33,77,37,957,10,96,22,
"01/01/2018","United Kingdom","England","Small Market","Caffe Latte","Liverpool","Beans","Espresso","Regular",44,66,44,110,51,855,14,126,27,
"01/01/2018","United Kingdom","England","Small Market","Caffe Mocha","Liverpool","Beans","Espresso","Regular",44,66,44,110,54,686,18,124,32,
"01/01/2018","United Kingdom","England","Small Market","Decaf Espresso","Liverpool","Beans","Espresso","Decaf",44,77,55,121,55,904,16,136,29,
"01/01/2018","United Kingdom","England","Small Market","Lemon","Liverpool","Leaves","Herbal Tea","Decaf",44,66,33,110,53,410,17,132,52,
"01/01/2018","United Kingdom","England","Small Market","Mint","Liverpool","Leaves","Herbal Tea","Decaf",77,11,-33,88,97,578,30,109,57,
"01/01/2018","United Kingdom","England","Small Market","Darjeeling","Liverpool","Leaves","Tea","Regular",22,44,0,66,41,288,38,99,70,
"01/01/2018","United Kingdom","England","Small Market","Earl Grey","Liverpool","Leaves","Tea","Regular",22,33,11,55,39,216,13,91,42,
"01/01/2018","United Kingdom","England","Small Market","Green Tea","Liverpool","Leaves","Tea","Regular",11,33,11,44,32,186,13,72,50,
"01/01/2018","United Kingdom","England","Small Market","Colombian","Liverpool","Beans","Coffee","Regular",66,110,77,176,61,344,20,143,50,
"01/02/2018","United Kingdom","England","Small Market","Caffe Latte","Liverpool","Beans","Espresso","Regular",44,55,33,99,47,849,13,114,26,
"01/02/2018","United Kingdom","England","Small Market","Decaf Espresso","Liverpool","Beans","Espresso","Decaf",44,77,55,121,55,896,16,136,28,
"01/02/2018","United Kingdom","England","Small Market","Chamomile","Liverpool","Leaves","Herbal Tea","Decaf",33,55,33,88,46,260,15,112,40,
"01/02/2018","United Kingdom","England","Small Market","Lemon","Liverpool","Leaves","Herbal Tea","Decaf",33,77,44,110,50,403,16,126,50,
"01/02/2018","United Kingdom","England","Small Market","Mint","Liverpool","Leaves","Herbal Tea","Decaf",77,11,-33,88,93,688,29,113,54,
"01/02/2018","United Kingdom","England","Small Market","Darjeeling","Liverpool","Leaves","Tea","Regular",22,55,11,77,48,282,43,115,75,
"01/02/2018","United Kingdom","England","Small Market","Earl Grey","Liverpool","Leaves","Tea","Regular",22,33,11,55,39,211,13,91,42,
"01/02/2018","United Kingdom","England","Small Market","Green Tea","Liverpool","Leaves","Tea","Regular",11,33,11,44,33,182,13,75,49,
"01/02/2018","United Kingdom","England","Small Market","Amaretto","Liverpool","Beans","Coffee","Regular",99,121,77,220,83,1052,26,182,49,
"01/02/2018","United Kingdom","England","Small Market","Colombian","Liverpool","Beans","Coffee","Regular",66,110,77,176,61,336,20,143,50,
"01/02/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Liverpool","Beans","Coffee","Decaf",110,154,88,264,95,533,36,213,73,
"01/03/2018","United Kingdom","England","Small Market","Caffe Latte","Liverpool","Beans","Espresso","Regular",44,77,55,121,53,843,15,130,28,
"01/03/2018","United Kingdom","England","Small Market","Decaf Espresso","Liverpool","Beans","Espresso","Decaf",44,77,55,121,54,890,15,134,28,
"01/03/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Liverpool","Beans","Coffee","Decaf",110,143,77,253,94,524,36,208,73,
"01/03/2018","United Kingdom","England","Small Market","Chamomile","Liverpool","Leaves","Herbal Tea","Decaf",33,66,44,99,48,255,15,118,40,
"01/03/2018","United Kingdom","England","Small Market","Lemon","Liverpool","Leaves","Herbal Tea","Decaf",44,66,33,110,52,398,17,131,51,
"01/03/2018","United Kingdom","England","Small Market","Earl Grey","Liverpool","Leaves","Tea","Regular",22,33,11,55,40,206,13,94,43,
"01/03/2018","United Kingdom","England","Small Market","Green Tea","Liverpool","Leaves","Tea","Regular",22,33,11,55,37,179,14,83,51,
"01/03/2018","United Kingdom","England","Small Market","Amaretto","Liverpool","Beans","Coffee","Regular",99,121,77,220,82,1044,25,180,49,
